,Player ID,Season,Team ID,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
506,a261fd0a-b096-4db7-bd51-2f13bde485da,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,7,4,0,0,0,1,2,0,-7
507,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,2016,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,0,1,0,0
508,0b504d67-639b-4ba8-979a-498a3086257b,2016,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,1,0,1,0,2,1,0,0,0,0,0
509,3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88,2016,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,2,0,-2
510,64797df2-efd3-4b27-86ee-1d48f7edb09f,2016,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,5,3,0,0,0,0,1,0,-2
511,997525cb-5d0d-4f3b-bd56-7488b62627ec,2016,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,0,0,0,0,0,1,0,0
512,b37b5be9-4771-4368-988f-fb936f4fc0ad,2016,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,0,0,0,0,0,0,0,0
513,bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e,2016,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,0,0,0,0,1,0,0,0
514,c456e060-d4d8-46cb-acf4-296edfb4f7bd,2016,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,1,0,0,0,0,0,0,1,0,0
515,d4dd3d0b-5023-415d-ad15-94f294c561b1,2016,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,1,0,0,0,1,0,0
516,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2016,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,8,2,0,0,0,0,4,0,-1
517,6a2b129d-a9e5-4131-b491-82269b323f77,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,1,0,0,0,0,0,0,0
518,958c9833-2e55-411a-8e0e-ecc229bbeb14,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,0,0,0,0,1,0,0,0
519,bd413539-9351-454e-9d61-4e8635d7e9f5,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,1,0,0,0,1,0,0,0
520,c682e8ea-fe48-45d2-af60-682a6125ab22,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,0,1,0,-4
521,cc745cc3-d52a-454b-98c8-ac9155a9405c,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,1,0,0,0
522,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,2016,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,6,5,0,0,0,0,3,0,-11
523,0fd32417-8410-4a8f-8919-386c433bca43,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,0,1,0,0
524,10952a8e-9da1-447b-a016-c699db00c5f0,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,0,1,0,0
525,4c3c6b63-aa1f-4452-9d1d-662073f06142,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
526,666e3121-3daa-4413-b1ec-8e728f7cc645,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,0,0,1,0,0,0,0,0,0
527,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,8,6,0,0,0,0,0,0,-9
528,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,5,3,0,0,0,0,3,0,0
529,73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,4,1,0,0,0,1,2,0,0
530,d28afbc1-16c0-4012-b24a-1bd99817e8a9,2016,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,1,0,0,0,1,0,0,0
531,0847010c-9a77-4f0b-9d63-c8b4b224d263,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,5,1,0,0,0,0,2,0,-5
532,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,0,0,0,0,0,0,0,0
533,442eb96a-deb6-4e73-b65a-a2bb25ffa968,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,3,2,0,0,0,1,0,0,0
534,a212c5d8-67f8-48b9-99be-2c121ee56366,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,0,0,0,0,2,0,0
535,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,1,0,0,0,0,0,0,0
536,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,1,0,0,0,0,0,0,0
537,cbf1cdba-d165-45f7-a695-5e0971dd9042,2016,82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,0,0,0,0,0,0,0
538,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,2016,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,9,5,0,0,0,0,2,0,-22
539,8263e101-aa33-435f-bf0f-388e1c4eeb59,2016,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,0,1,0,0
540,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,2016,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,0,0,0,0
541,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,2016,d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,0,1,0,0
542,4402b8d5-d6bf-43d0-9198-651506abba76,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,1,0,0
543,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,2,0,0,0,0,0,0,0
544,cd705357-f282-4cbf-8f11-391618d981c3,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,4,3,0,0,0,0,2,0,0
545,e23dc743-ecee-4cf3-a263-69d3da3bae94,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,4,2,0,0,0,0,0,0,-1
546,f0805b80-e01c-46fd-99a6-dae1134fb764,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
547,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2016,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,0,1,0,0
548,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,4,1,0,0,0,1,2,0,0
549,2fda010a-8c62-4c07-b601-4ba03f57e6af,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,7,4,0,0,0,0,2,0,-22
550,8506c15c-15cc-4d2c-aebf-270c605fe0ec,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,1,1,27,1,0,0,0
551,bbb63a36-8613-4675-8e5e-34200d245ff0,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,4,3,0,0,0,2,2,0,0
552,bd01d907-cd57-48cb-9136-5692a4764a20,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,0,0,0,0,0,0,0
553,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,2,0,0,0,0,0,0,0,0,0
554,e5c6b0d4-3e77-422b-a6d8-574a10ed385e,2016,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,1,0,0,0,0,0,0
555,00f88be8-45f9-4237-b2b8-3271ec790d07,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,0,0,0,0,1,0,0,0
556,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
557,27e60657-f73d-4125-906d-aa72cc3477dc,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,0,0,0,0,-12
558,540f8b30-900e-4d17-8756-c262ba5fa039,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,1,0,0,0,1,0,0,0
559,996974b8-2e0a-47d9-90a7-c3455192d06b,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,1,0,0,0,0,0,0
560,9f026fc0-4449-4dc5-a226-2e2830619381,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,5,3,0,0,0,1,0,0,-11
561,adadafa1-dc37-486d-8538-7db1e1b5f71e,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,1,0,0,0,0,0,0
562,c78c299b-7c73-40fc-9155-2ede7f9849c7,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,0,0,0,0,0,0,1,0,-2
563,c7b7d27f-97c3-4c12-95c4-36205175c959,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,1,0,0
564,fe767946-236d-4c04-9c59-5e3edd51acfe,2016,1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,0,0,0,0,1,1,0,11
565,3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e,2016,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,1,0,0,0,0,0,0,0
566,86197778-8d4b-4eba-affe-08ef7be7c70b,2016,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,9,4,0,0,0,0,3,0,-3
567,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,2016,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,5,1,0,0,0,0,3,0,-7
568,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,0,0,0,0,0,3,0,0
569,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,0,0,0,0,1,0,0,0
570,bc0f07a4-3e7b-4e61-987a-05533dc225be,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,1,0,0,1,0,0,0,0,0,0
571,c7d0a740-fcf2-4971-b1b6-43761d984bf9,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
572,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,0,0,0,0,0,1,0,0
573,e9a5c16b-4472-4be9-8030-3f77be7890cb,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,14,3,0,0,0,1,7,0,-29
574,354dec38-b88b-4ba0-8974-859123f27c45,2016,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,3,1,0,0,0,1,1,0,0
575,5ed2cea8-e0c6-482c-9ee1-548c06612226,2016,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,3,1,1,0,0,0,0,0,0
576,6cb6226e-f08c-4192-95f1-69709ed686c6,2016,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,7,4,0,0,0,0,0,0,0
577,0366fd06-19a3-4b69-8448-6bfbfad1250b,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,1,0,0,0,0,2,0,0
578,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,1,0,0,0,0,0,0,0
579,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,0,0,0,0,1,0,7
580,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,9,3,0,0,0,0,5,0,0
581,c1ca7e3d-f072-41c7-8017-53401dbdd4d4,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,0,0,0,0,0,0,0,0
582,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,1,0,0,0,0,0,0,0
583,1b8db398-7a7e-44df-922e-d979507e6bdb,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,1,0,0,0,0,0,0,0,0,0
584,4b09ab09-1457-4c9d-a99d-6a03d8e76c76,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,2,1,0,0,0,0,4,0,0
585,6512b90e-d6b3-4719-bb0c-a75f97673f37,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,2,2,0,0,0,0,0,0,0
586,9de98c5e-ee62-4a2b-be93-07287d831e06,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,3,2,0,0,0,0,1,0,0
587,af4ba620-2f00-4b00-9111-7897f2b1cde8,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,3,1,0,0,0,0,2,0,-5
588,c323cdb9-74bc-4d68-9358-609f80eedbb7,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,0,0,0,0
589,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,4,2,0,0,0,0,1,0,-7
590,eab69ec2-9cba-4783-8260-cf99121ed2c8,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,0,0,0,0
591,2a4de276-55bd-4756-9fa5-89fe30f5304f,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
592,9691f874-be36-4529-a7eb-dde22ee4a848,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,2,1,0,0,0,1,0,0,0
593,ade43b1a-0601-4672-83b6-d246bc066a19,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,3,2,0,0,0,0,1,0,0
594,c88d9352-b835-45ed-a909-1cfec09a58bc,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,2,1,0,0,0,0,1,0,0
595,0c39e276-7a5b-448f-a696-532506f1035a,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,1,0,0,0
596,0ce48193-e2fa-466e-a986-33f751add206,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,8,4,0,0,0,0,1,0,-3
597,3283f152-d373-43b3-b88f-f6f261c48e81,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,1,1,0,1,0,0,0,1,0,0
598,3b7a1409-d154-4e5c-8c94-9d4a0e0993c7,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,1,0,0
599,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,0,0,0
600,bc175901-4a1f-4132-abb4-e49cc7d35e12,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,0,0,0,0
601,e7d6ae25-bf15-4660-8b37-c37716551de3,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,1,0,0,0
602,e97f5ca9-186e-4346-ae65-1cd757ada455,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,0,0,0,0,0,1,0,-1
603,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,2016,33405046-04ee-4058-a950-d606f8c30852,0,0,2,1,0,0,0,0,2,0,0
604,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,2016,33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
605,cc3640b0-7560-431f-84ab-599e9dc8cac6,2016,33405046-04ee-4058-a950-d606f8c30852,0,0,10,5,0,0,0,0,3,0,-6
606,da85107c-365c-4d58-90ab-479d97d798b4,2016,33405046-04ee-4058-a950-d606f8c30852,0,0,2,0,0,0,0,0,0,0,0
607,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,0,0,0,0,1,0,0,0
608,5c2a0c83-e18a-43dd-bd65-704771157e42,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,1,0,-2
609,6195ddc9-ab2b-469a-b824-a890736d6db7,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,1,0,0,0,0,0,0
610,d6d41a89-a8af-48b9-bf75-561de99a1d87,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,3,0,0,0,0,1,2,0,0
611,fb3b36fc-b985-4807-8199-d038d7e62a93,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,10,6,0,0,0,0,3,0,-21
612,1726a359-9444-4761-a1f2-cb35ee6fa60e,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,1,0,0,0,0,0,0,0
613,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,1,0,0,0,0,1,0,0
614,5827b78b-5150-4ba9-bc46-902428e99a31,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,0,0,0
615,7e648a0b-fdc8-4661-a587-5826f2cac11b,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,4,2,0,0,0,0,2,0,-3
616,214e55e4-a089-412d-9598-a16495df0d25,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,2,0,0,0,0,1,0,0
617,2ef5aed5-9859-4102-8bf4-99d6a6ae22ba,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
618,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,2,0,0,0,0,1,0,0
619,72fbe462-91c5-4c84-9640-e8ad7cad6447,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,1,1,0,0,0,0,0,0,0
620,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,2,0,0,0,0,1,0,0
621,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,0,0,0,0,1,0,0,0
622,90c1756d-1f47-41b7-89fe-b113c9850bc1,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,2,0,0,0,0,2,0,10
623,b103b096-6be9-4f87-9ae4-5d217f560685,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,0,0,0,0,0,1,0,0
624,b6b954eb-4591-4b7a-86b9-a481f15fdd58,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,0,0,0,0,1,0,0,0
625,bb5957e6-ce7d-47ab-8036-22191ffc1c44,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,5,4,0,0,0,0,1,0,0
626,f336567d-44a9-4245-8452-1dd485fd70fb,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,2,0,0,0,0,0,0,0
627,16cc9ade-f9ad-4d32-b5b9-d7568ee80f58,2016,f0e724b0-4cbf-495a-be47-013907608da9,0,1,2,1,0,0,0,0,0,0,0
628,3a29784c-832f-4e41-a4ac-71d4f9ad410c,2016,f0e724b0-4cbf-495a-be47-013907608da9,0,0,5,3,0,0,0,0,2,0,0
629,769d7178-df4e-4127-8166-8116165921e8,2016,f0e724b0-4cbf-495a-be47-013907608da9,0,0,4,1,0,0,0,2,0,0,0
630,e311a7a2-eddb-439c-86b4-b1f1984186bc,2016,f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
631,eeb9e3f4-e378-44ca-94b6-a724011ad710,2016,f0e724b0-4cbf-495a-be47-013907608da9,0,1,0,0,1,0,0,0,0,0,0
632,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,2016,de760528-1dc0-416a-a978-b510d20692ff,0,0,5,3,0,0,0,0,1,0,0
633,617269c1-88b3-45a6-b4a8-b2806a0cdaea,2016,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
634,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,2016,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,0,0,0,0
635,b44773b9-af17-4d6c-a453-132e20849712,2016,de760528-1dc0-416a-a978-b510d20692ff,0,0,1,0,0,0,0,1,0,0,0
636,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,2016,de760528-1dc0-416a-a978-b510d20692ff,0,0,2,1,0,0,0,1,0,0,0
637,06787c1d-f02b-4217-9152-c269e826928a,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,0,2,0,0
638,0e7e6cbb-0e88-4a74-b457-1753851e37f3,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,1,0,0
639,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,2,1,0,0,0,0,1,0,0
640,1b3d350a-478b-4542-a430-d12cc96adc22,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,5,1,0,0,0,0,3,0,0
641,27921351-a775-4649-bd49-7b4c486d1ba2,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,0,0,0
642,502b3a6c-e965-478a-858e-964b4ac2296c,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,5,1,0,0,0,1,2,0,0
643,88856dfa-45ce-4b6e-bbf7-4f8413ac89ca,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,1,1,1,0,0,0,0,0,0,0
644,91ead748-e3b0-4926-bd3b-3e327b44e6bc,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,0,0,0,0
645,aba8f925-ffbf-4654-bfa7-a25d3d237494,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,5,2,0,0,0,1,1,0,0
646,409d4cac-ee90-4470-9710-ebe671678339,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,8,2,0,0,0,1,4,0,-7
647,40cda44b-2ee3-4ad1-834e-995e30db84d4,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,1,0,0,0,0,0,0,0,0,0
648,990a689e-200b-4cda-85db-85d6c3af911c,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,1,0,0,0,0,1,0,0
649,cf8e8522-6220-4612-a8a1-72c496dac536,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,1,0,0,0,0,1,0,0
650,e1b29179-074b-4c91-8797-763b76ac618a,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,0,0,0,0,1,0,0,0
651,fd85786d-3900-4dc0-9b30-334ee30413ed,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,2,2,0,0,0,0,0,0,0
652,04ca4fb9-194e-47fe-8fc8-adb5790a8e78,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,1,0,0,0
653,166292fc-629e-4c7b-b7bf-f572ca9eeb43,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,3,1,0,0,0,0,1,0,0
654,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,1,0,0
655,40cda44b-2ee3-4ad1-834e-995e30db84d4,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,1,0,0,0,0,0,0,0,0,0
656,4e4ba1f9-35c6-4e41-85f5-d8f12d32f459,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,0,0,0,0,0,2,0,-6
657,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
658,7f3ef024-eb34-46af-8b9e-544cdf09378f,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,4,2,0,0,0,0,0,0,-7
659,c257b2e6-dfc9-45c8-b30c-a497f2ce82a2,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
660,c5f35a06-791b-43e1-befc-df0c54b3b486,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,0,0,0
661,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,4,2,0,0,0,0,2,0,0
662,3d94860c-82db-43fd-aa99-3b72390111a4,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,0,0,0,0,1,0,2
663,4734f8dc-2ca4-4437-88f2-c8b8974abefc,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,4,2,0,0,0,1,0,0,0
664,5de11f0b-8da9-42ba-9a93-db7f0a58543b,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,1,0,0,0,0,2,0,-13
665,a0b93053-d349-4dd1-a840-24577102699b,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,2,0,0,0,0,0,0,0
666,bb78a66a-a8ec-4294-8858-c7e5a1d15106,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,0
667,e9ee9209-dd8f-4e4a-be3c-407756a2749c,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,0,0,0,0
668,13ade86a-20c7-48fe-9d18-b3bfc135f5e9,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,2,0,0,0,0,0,0,0
669,2d52ede5-1c65-4f18-a8ac-9306192ef625,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,0,0,0,0,0,1,0,0
670,4a38cda2-e92f-47f8-b324-0c34e09d83f2,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,1,0,0,0,0,0,0,0
671,769d7178-df4e-4127-8166-8116165921e8,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,3,2,0,0,0,0,1,0,0
672,7e5b8212-df93-4069-b3f0-be4b5cb47389,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,0,0,0,0,1,0,0,0
673,a261fd0a-b096-4db7-bd51-2f13bde485da,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,11,4,0,0,0,0,6,0,-8
